,Disease,Description,Symptoms,Symptoms+Description
75,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
76,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
77,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
78,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
79,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
80,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
81,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
82,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
83,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
84,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
85,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
86,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
87,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
88,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
89,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
90,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
91,Drug Reaction,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs.,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,adverse drug reaction (adr) injury caused taking medication. adrs may occur following single dose prolonged administration drug result combination two drugs."
